,doc_name,qualifications,specialities,verification_label,practo_score,practo_votes,description,clinics
182,Dr. Amyn Chagani,"MBBS, DNB - Ophthalmology","Ophthalmologist/ Eye Surgeon, 6 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Amyn Chagani is an Ophthalmologist/ Eye Surgeon in Mazgaon, Mumbai and has an experience of 6 years in this field. Dr. Amyn Chagani practices at Chagani Eye and Dental Care in Mazgaon, Mumbai. He completed MBBS from D Y Patil Medical College Kolhapur in 2005 and DNB - Ophthalmology in 2008.<br/><br/> Some of the services provided by the doctor are: Glaucoma Evaluation / Treatment, COMPUTERIZED EYE CHECKUP, Age-Related Macular Degeneration Treatment, LASIK Eye Surgery and Cataract Surgery etc.<br/><br/> You can get the phone number of Dr. Amyn Chagani on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mazgaon', 'clinic_geo_coordinates': {'latitude': 18.972842, 'longitude': 72.840246}, 'clinic_address': 'Hasanabad Building, Mazgaon, Landmark: Opposite to Anjirwadi, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/chagani-eye-and-dental-care-mazgaon', 'clinic_timings': ' MON - SAT 4:30 PM - 8:30 PM ', 'clinic_name': 'Chagani Eye and Dental Care'}}"
183,Dr. Sudhir Sudrik,"MBBS, DNB - Ophthalmology, F.M.R.F. Vitre-Retinal fellow","Ophthalmologist/ Eye Surgeon, 11 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Sudhir Sudrik is an Ophthalmologist/ Eye Surgeon in Borivali West, Mumbai and has an experience of 11 years in this field. Dr. Sudhir Sudrik practices at Insight Eye Care and Laser Centre in Borivali West, Mumbai. He completed MBBS from Bharati Vidyapeeth's Medical College, University of Pune in 2000, DNB - Ophthalmology from H.V. Desai Eye Hospital in Hadapsar, Pune in 2006 and F.M.R.F. Vitre-Retinal  fellow from Sankara Nethralaya, Chennai in 2007.<br/><br/> He is a member of Aios, MOS and Vitreo Retina Society of India (VRSI).<br/><br/> You can find various information about Dr. Sudhir Sudrik on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.246164, 'longitude': 72.850906}, 'clinic_address': '#101, Utkarsh CHS, Ram  Mandir Rd, Vazira Naka, Near A.D. Pawar School, Borivali West, Mumbai, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/insight-eye-care-and-laser-centre-borivali-west', 'clinic_timings': ' MON - SAT 9:00 AM - 1:00 PM5:30 PM - 8:30 PM ', 'clinic_name': 'Insight Eye Care and Laser Centre'}}"
184,Hemal Kenia,"DNB - Ophthalmology, FLVPEI - Cornea","Ophthalmologist/ Eye Surgeon, 9 Years Experience",Medical Registration Verified,Not Scored,0.0,Consulting Cataract & LASIK surgeon  and Cornea specialist You can get the phone number of Hemal Kenia on Practo.com.,"{'0': {'city': 'Mumbai', 'locality': 'Kandivali West', 'clinic_geo_coordinates': {'latitude': 19.209581478072, 'longitude': 72.83723979257}, 'clinic_address': 'Health Hi-Tech Surgical Hospital, Plot 51, SaiKripa, Dattamandir road, Dahanukarwadi, Mahavir Nagar, Landmark : Dattamandir, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/radiance-eye-care-1-kandivali-west', 'clinic_timings': ' MON - SAT 6:00 PM - 9:00 PM SUN 10:00 AM - 1:00 PM ', 'clinic_name': 'Radiance Eye Care'}}"
185,Dr. Himanshu Mehta,"MBBS, MS - Ophthalmology, DOMS","Ophthalmologist/ Eye Surgeon, 30 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Himanshu Mehta is an Ophthalmologist/ Eye Surgeon in Vileparle West, Mumbai and has an experience of 30 years in this field. Dr. Himanshu Mehta practices at Nanavati Super Speciality Hospital in Vileparle West, Mumbai. She completed MBBS from King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College in 1983, MS - Ophthalmology from King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College in 1987 and DOMS from College Of Physicians & Surgeons Of Mumbai in 1986.<br/><br/> You can get the phone number of Dr. Himanshu Mehta on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Vileparle West', 'clinic_geo_coordinates': {'latitude': 19.096005711669722, 'longitude': 72.84082982685504}, 'clinic_address': 'S.V. Road, Landmark : Opposite Pavan Hans & Juhu Beach, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/nanavati-hospital-vileparle-west', 'clinic_timings': ' TUE 10:30 AM - 12:00 PM WED 12:00 PM - 1:00 PM ', 'clinic_name': 'Nanavati Super Speciality Hospital'}}"
186,Dr. Pooja Aggarwal Singhal,"MBBS, DNB - Ophthalmology","Ophthalmologist/ Eye Surgeon, 7 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Pooja Aggarwal Singhal is an Ophthalmologist/ Eye Surgeon in Andheri East, Mumbai and has an experience of 7 years in this field. Dr. Pooja Aggarwal Singhal practices at Aggarwal Eye Hospital (andheri ) in Andheri East, Mumbai. She completed MBBS from Maharashtra Universtity of Health Sciences, Nashik in 2008 and DNB - Ophthalmology from Sankara Netralaya, Chennai in 2012.<br/><br/> She is a member of All India Ophthalmological Society and european society for cataract and refractive surgery.<br/><br/> You can get the phone number of Dr. Pooja Aggarwal Singhal on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Andheri East', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': '102/5,Ketayun Mainsion,Sahaji Raje Marg, Koldongri Landmark: Near Takkar Bakery, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/aggarwal-eye-hospital-andheri-andheri-east', 'clinic_timings': ' MON - SAT 10:00 AM - 2:00 PM5:00 PM - 8:00 PM ', 'clinic_name': 'Aggarwal Eye Hospital (andheri )'}}"
187,Dr. Satpal Pannu,"MBBS, MS - Ophthalmology, Post Graduate Diploma in Ophthalmology","Ophthalmologist/ Eye Surgeon, 20 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Satpal Pannu is an Ophthalmologist/ Eye Surgeon in Andheri East, Mumbai and has an experience of 20 years in this field. Dr. Satpal Pannu practices at SevenHills Hospital in Andheri East, Mumbai. He completed MBBS from Armed Forces Medical College, Pune in 1996, MS - Ophthalmology from Bombay University. in 2000 and Post Graduate Diploma in Ophthalmology from Bombay University. in 2002.<br/><br/> Some of the services provided by the doctor are: Squint And Their Medical And Surgical Management and Glaucoma Evaluation / Treatment etc.<br/><br/> You can get the phone number of Dr. Satpal Pannu on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Andheri East', 'clinic_geo_coordinates': {'latitude': 19.118284, 'longitude': 72.877802}, 'clinic_address': 'Marol Maroshi Road, Landmark : Near Marol Maroshi Bus Depot, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/sevenhills-hospital-8-andheri-east', 'clinic_timings': ' MON - SAT 9:00 AM - 1:00 PM3:00 PM - 5:30 PM ', 'clinic_name': 'SevenHills Hospital'}}"
188,Dr. Vishal Rathore,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, DOMS","Ophthalmologist/ Eye Surgeon, 18 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Vishal Rathore is an Ophthalmologist/ Eye Surgeon in Mazgaon, Mumbai and has an experience of 18 years in this field. Dr. Vishal Rathore practices at Prince Ali Khan Hospital in Mazgaon, Mumbai. He completed MBBS from Terna Medical College in 1999, MS - Ophthalmology from Government Medical College, Nagpur in 2002 and DNB - Ophthalmology from NBE new delhi in 2006.<br/><br/> You can get the phone number of Dr. Vishal Rathore on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mazgaon', 'clinic_geo_coordinates': {'latitude': 19.075984, 'longitude': 72.877656}, 'clinic_address': ""Nesbit Road, Landmark : Next To St.Mary's High School, Mumbai"", 'clinic_url': 'https://www.practo.com/mumbai/hospital/prince-aly-khan-hospital-mazgaon-2', 'clinic_timings': ' TUE, THU 2:30 PM - 4:30 PM ', 'clinic_name': 'Prince Ali Khan Hospital'}}"
189,Dr. Megha Mody,"MBBS, MS - Ophthalmology, Phaco Surgery Fellowsip","Ophthalmologist/ Eye Surgeon, 7 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Megha Mody is an Ophthalmologist/ Eye Surgeon in Mira Road, Mumbai and has an experience of 7 years in this field. Dr. Megha Mody practices at Khushi Eye Care in Mira Road, Mumbai. She completed MBBS from B.J. Medical College, Ahmedabad in 2005, MS - Ophthalmology from M & J Institute Of Ophthalmology in 2008 and Phaco Surgery Fellowsip from Sankara Nethralaya in 2012.<br/><br/> You can get the phone number of Dr. Megha Mody on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Mira Road', 'clinic_geo_coordinates': {'latitude': 19.2821659, 'longitude': 72.8765365}, 'clinic_address': '#7, Siddharth Complex, 1st floor, Opp Snehanjali Electronics, Sheetal Nagar, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/khushi-eye-care-mira-road', 'clinic_timings': ' MON - SAT 10:00 AM - 12:30 PM6:00 PM - 8:30 PM ', 'clinic_name': 'Khushi Eye Care'}}"
190,Dr. Amruta Padhye-Sudrik,"MBBS, DNB - Ophthalmology, FICO, MNAMS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 9 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Amruta Padhye-Sudrik is an Ophthalmologist/ Eye Surgeon, Cataract and Refractive Surgeon and Refractions and Contact Lenses Specialist in Borivali West, Mumbai and has an experience of 9 years in these fields. Dr. Amruta Padhye-Sudrik practices at INSIGHT EYE CARE & LASER CENTRE in Borivali West, Mumbai. She completed MBBS from Topiwala National Medical College in 2004, DNB - Ophthalmology from National Board of Examinations, New Delhi in 2007 and FICO from Fellow of International College of Ophthalmology in 2008.<br/><br/> She is a member of Bombay Ophthalmologists' Association (BOA), Maharashtra Ophthalmological Society, All India Ophthalmological Society and Association of Medical Consultants. Some of the services provided by the doctor are: Retina Examination, Corneal Collagen Cross-Linking, Retina Surgery and Lasik, Laser Refractive & Cataract Surgery and Refractive Surgery etc.<br/><br/> You can find various information about Dr. Amruta Padhye-Sudrik on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.226635655171822, 'longitude': 72.84457236528397}, 'clinic_address': 'INSIGHT EYE CARE & LASER CENTRE , 101, UTKASRH CHS, VAZIRA NAKA, BORIVALI WEST , MUMBAI 92, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/insight-eye-care-laser-centre-borivali-west', 'clinic_timings': ' MON - SAT 9:00 AM - 1:00 PM6:00 PM - 9:00 PM ', 'clinic_name': 'INSIGHT EYE CARE & LASER CENTRE'}}"
191,Dr. Sarfaraz Shaikh,"MBBS, DOMS","Ophthalmologist/ Eye Surgeon, 8 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Sarfaraz Shaikh is an Ophthalmologist/ Eye Surgeon in Kurla West, Mumbai and has an experience of 8 years in this field. Dr. Sarfaraz Shaikh practices at Kurla Nursing Home in Kurla West, Mumbai. He completed MBBS and DOMS.<br/><br/> He is a member of Delhi Ophthalmological Society (DOS).<br/><br/> You can get the phone number of Dr. Sarfaraz Shaikh on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Kurla West', 'clinic_geo_coordinates': {'latitude': 18.9506, 'longitude': 72.838255}, 'clinic_address': '1st Floor, Swastik Chamber, Rasiwala Compound, Kurla Pipe Road, Kurla West. Landmark: Opp Badi Masjid, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/kurla-nursing-home-kurla-west1', 'clinic_timings': ' MON - SAT 7:00 PM - 9:00 PM ', 'clinic_name': 'Kurla Nursing Home'}}"
192,Dr. Neelam Satpute,"MBBS, MS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 20 Years Experience",Medical Registration Verified,Not Scored,0.0,Eye surgeon at charkop You can get the phone number of Dr. Neelam Satpute on Practo.com.,"{'0': {'city': 'Mumbai', 'locality': 'Kandivali West', 'clinic_geo_coordinates': {'latitude': 12.9054195, 'longitude': 77.6020458}, 'clinic_address': 'Shop #11,HVRock Avenue, Kandivali West, Landmark:Opp Joy Ice cream Factory, Hindustan Naka, Charkop, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/eyez-clinic-kandivali-west', 'clinic_timings': ' MON - FRI 11:00 AM - 1:00 PM6:00 PM - 9:00 PM ', 'clinic_name': 'Eyez Clinic'}}"
193,Dr. Sneha J Shah,"MBBS, MS - Ophthalmology, Fellowship in Oculoplasty, Fellowship in Oculoplasty, FAICO (Fellow of All India Collegium of Ophthalmology)","Ophthalmologist/ Eye Surgeon, 8 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr Sneha J. Shah Completed Her Postgraduation In Ophthalmology And Was The Silver Medalist In The University. Her Interest In Oculoplastics Took Her To Lv Prasad Eye Institute, Hyderabad, Which Is A Premier Eye Institute In India, To Pursue Training In Oculoplastics And Ocular Oncology. She Was Closely Involved With The National Retinoblastoma Registry Under The Aegis Of Icmr. She Went On To Gain Further Experience In The Field, Under Her Mentor Dr Santosh Honavar At Centre For Sight, Hyderabad. She Travelled To Usa To Enhance Her Training In Facial Aesthetics At Austin, Texas And Cincinnati, Ohio.<br/><br/>She Has Carried Out Research In Eyelid Tumors And Ocular Surface Tumors  And Was Invited To Present A Paper On Sebaceous Gland Tumors  At The Annual Conference Of American Academy Of Ophthalmology In 2013. She Has Over 20 Presentations And Posters In Various National And International Conferences And 5 Publications In Peer-Reviewed Indexed Journals.<br/><br/>She Is Well Trained In All Aspects Of Ophthalmic Plastic Surgery, Including Eyelid Disorders, Lacrimal Disorders, Trauma, Reconstructive Surgeries, Ocular Oncology And Facial Aesthetics Including Blepharoplasty, Brow Lift, Botox And Fillers. She Is Abreast With The Latest Management Protocols And Believes In Evidence Based Practice. <br/> You can get the phone number of Dr. Sneha J Shah on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Mazgaon', 'clinic_geo_coordinates': {'latitude': 19.075984, 'longitude': 72.877656}, 'clinic_address': ""Nesbit Road, Landmark : Next To St.Mary's High School, Mumbai"", 'clinic_url': 'https://www.practo.com/mumbai/hospital/prince-aly-khan-hospital-mazgaon-2', 'clinic_timings': ' TUE 12:00 PM - 2:00 PM ', 'clinic_name': 'Prince Ali Khan Hospital'}, '0': {'city': 'Mumbai', 'locality': 'Girgaon', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': '8/10, S.V. Somani Path, S.V. Sovani Road, Nikadwari Ln, Charni Road East, Kandawadi, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/conwest-and-manjula-b-jain-hospital-girgaon', 'clinic_timings': ' THU 11:00 AM - 1:00 PM SAT 12:00 PM - 3:00 PM ', 'clinic_name': 'Convest Jain Clinic'}, '2': {'city': 'Mumbai', 'locality': 'Byculla', 'clinic_geo_coordinates': {'latitude': 18.9748, 'longitude': 72.8357}, 'clinic_address': 'Sant Savta Mali Marg, Byculla (East), Landmark : Near Byculla Railway Station & Near Gloria Church, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/masina-hospital-byculla-1', 'clinic_timings': ' TUE 10:00 AM - 11:00 AM ', 'clinic_name': 'Masina Hospital '}}"
194,Dr. Vijay Lodha,"MBBS, Fellowship in Ophthal, MS - Ophthalmology, Fellowship in Refractive Surgery","Ophthalmologist/ Eye Surgeon, 7 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Vijay Lodha is an Ophthalmologist/ Eye Surgeon in Bhandup West, Mumbai and has an experience of 7 years in this field. Dr. Vijay Lodha practices at Shree Eye Clinic in Bhandup West, Mumbai and Kalsekar Hospital in Mumbra, Thane. He completed MBBS from GMC Mumbai in 2000, Fellowship in Ophthal from L V Prasad Eye Institute, Hyderabad in 2005 and MS - Ophthalmology from M R Medical College in 2009.<br/><br/> Some of the services provided by the doctor are: Pediatric, Corneal Transplantation, Diabetic Eye Checkup and Diabetic Retinopathy Screening/ Treatment etc.<br/><br/> You can get the phone number of Dr. Vijay Lodha on Practo.com.","{'1': {'city': 'Thane', 'locality': 'Mumbra', 'clinic_geo_coordinates': {'latitude': 19.186418, 'longitude': 73.021341}, 'clinic_address': 'Opposite Kalsekar College, Kausa, Dawle Village, Mumbra,Landmark: Near Bharat Gear Company, Thane', 'clinic_url': 'https://www.practo.com/thane/hospital/kalsekar-hospital-mumbra', 'clinic_timings': ' MON, WED, FRI 10:00 AM - 12:00 PM TUE, THU, SAT 1:00 PM - 3:00 PM ', 'clinic_name': 'Kalsekar Hospital'}, '0': {'city': 'Mumbai', 'locality': 'Bhandup West', 'clinic_geo_coordinates': {'latitude': 19.14994, 'longitude': 72.932799}, 'clinic_address': 'Shop No 2/3, J B B Co Hsg Society, Jangal Mangal Road, Landmark: Next to Jangal Mangal Road, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/shree-eye-clinic-bhandup-west', 'clinic_timings': ' MON - SAT 6:00 PM - 8:00 PM ', 'clinic_name': 'Shree Eye Clinic'}}"
195,Dr. Girish A. Surlikar,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, DOMS, FCPS - Mid. & Gynae","Ophthalmologist/ Eye Surgeon, 9 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Girish A. Surlikar is an Ophthalmologist/ Eye Surgeon in Borivali West, Mumbai and has an experience of 9 years in this field. Dr. Girish A. Surlikar practices at Dr. Surlikar's Eye Clinic in Borivali West, Mumbai and MM Hospital in Borivali West, Mumbai. He completed MBBS from Terna Medical College in 2002, MS - Ophthalmology from Sion Hospital in 2007 and DNB - Ophthalmology from Diplomate National Board,India in 2007.<br/><br/> He is a member of Bombay Ophthalmologists' Association (BOA) and Delhi Ophthalmological Society (DOS). Some of the services provided by the doctor are: Glaucoma Evaluation / Treatment, Diabetic Eye Checkup, Eye Checkup - General, Corneal Transplantation and Corneal Surgery etc.<br/><br/> You can get the phone number of Dr. Girish A. Surlikar on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.248629, 'longitude': 72.850044}, 'clinic_address': 'Kaustubh building, Holy Cross Road, I C Colony, Borivali West, Mumbai, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/mm-hospital-borivali-west', 'clinic_timings': ' MON - SAT 4:00 PM - 5:00 PM ', 'clinic_name': 'MM Hospital'}, '0': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.2301622690479, 'longitude': 72.8434967994689}, 'clinic_address': 'Shop No. 8,  Sharda Estate, Vazira Naka Landmark, Spectra Motors Ltd, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/dr-surlikar-s-eye-clinic-borivali-west', 'clinic_timings': ' MON - SAT 9:30 AM - 1:00 PM5:00 PM - 8:00 PM ', 'clinic_name': ""Dr. Surlikar's Eye Clinic""}}"
196,Dr. Shailendra Nanaware,"MBBS, DOMS","Ophthalmologist/ Eye Surgeon, 16 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr Shailendra Nanaware has done his graduation from GMC College J.J.  hospital and post graduation from GSMC College KEM hospital He started with Shree Eye Care Center in year 2006 located in heart of Bhandup West he started this center with lot of belief and hope Belief that starting with own center will give you the freedom to work on your own terms and make decisions that will be in favour of the patients and hope to keep on working and be of good use to the society  he is associated with many events and attends all medical conference and seminars that will help him to treat the patients more effectively he has conducted several camps in respected faculty like Schools, Corporate offices, Police Station, Industry, etc to understand the problem completely. You can get the phone number of Dr. Shailendra Nanaware on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Bhandup West', 'clinic_geo_coordinates': {'latitude': 19.149596, 'longitude': 72.937887}, 'clinic_address': '#1A, 1st Floor, Nityanand Mansion, LBS Road, Landmark:Next To Badwaik Hospital, Opposite Bank Of Maharashtra, Bhandup West, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/shree-eye-care-center-bhandup-west', 'clinic_timings': ' MON - SAT 11:00 AM - 2:00 PM7:00 PM - 10:00 PM ', 'clinic_name': 'Shree Eye Care Center'}}"
197,Dr. Shraddha Sureka Modi,"MBBS, MS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 7 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Shraddha is a fellowship trained Cornea, cataract and refractive surgeon. She has expertise in performing corneal transplants and complicated cataract surgeries. Her further field of interest is in the management of dry eye and other ocular surface disorders. She has publications and presentations at international platforms. You can get the phone number of Dr. Shraddha Sureka Modi on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Borivali East', 'clinic_geo_coordinates': {'latitude': 19.234756298294, 'longitude': 72.864301858791}, 'clinic_address': 'Godavari Apartment, Shantivan, Landmark : Near Sona Theater, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/anand-new-born-clinic-borivali-east', 'clinic_timings': ' MON - SAT 6:00 PM - 9:00 PM ', 'clinic_name': 'BVI- Anand Nursing Home and Health Care'}}"
198,Dr. Naseem Kagalwala,"MBBS, MS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 15 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Naseem Kagalwala is an Ophthalmologist/ Eye Surgeon in Charni Road, Mumbai and has an experience of 15 years in this field. Dr. Naseem Kagalwala practices at Saifee Hospital in Charni Road, Mumbai and Apollo Spectra Hospitals in Tardeo, Mumbai. He completed MBBS from KARAD in 1998 and MS - Ophthalmology from Karnataka University in 2001.<br/><br/> You can get the phone number of Dr. Naseem Kagalwala on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Tardeo', 'clinic_geo_coordinates': {'latitude': 18.970629008948155, 'longitude': 72.81409710645676}, 'clinic_address': '156, Famous Cine Labs, Tardeo Road, Landmark : Behind Everest Building, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/apollo-spectra-hospitals-tardeo-1', 'clinic_timings': ' MON, WED, FRI 10:00 AM - 11:00 AM ', 'clinic_name': 'Apollo Spectra Hospitals'}, '0': {'city': 'Mumbai', 'locality': 'Charni Road', 'clinic_geo_coordinates': {'latitude': 18.952432235852992, 'longitude': 72.81824111938477}, 'clinic_address': '15/17, Maharshi Karve Road, Landmark : Opposite Charni Road Station, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/saifee-hospital-charni-road-2', 'clinic_timings': ' TUE 8:30 AM - 1:00 PM THU 8:30 AM - 10:30 AM ', 'clinic_name': 'Saifee Hospital'}}"
199,Dr. Nusrat Hakim,"MBBS, MS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 16 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Nusrat Hakim is an Ophthalmologist/ Eye Surgeon in Wadala, Mumbai and has an experience of 16 years in this field. Dr. Nusrat Hakim practices at Cosmo Vision Eye And Aesthatic Centre in Wadala, Mumbai, Saifee Hospital in Charni Road, Mumbai and Masina Hospital  in Byculla, Mumbai. She completed MBBS from D.Y. Patil College in 1995 and MS - Ophthalmology from Sion Hospital in 2001.<br/><br/> She is a member of Bombay Ophthalmologists' Association (BOA). Some of the services provided by the doctor are: Eye Checkup - General, Anterior Segment Surgery, Sonomed 'A' Scan and LASIK Eye Surgery etc.<br/><br/> You can get the phone number of Dr. Nusrat Hakim on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Charni Road', 'clinic_geo_coordinates': {'latitude': 18.952432235852992, 'longitude': 72.81824111938477}, 'clinic_address': '15/17, Maharshi Karve Road, Landmark : Opposite Charni Road Station, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/saifee-hospital-charni-road-2', 'clinic_timings': ' WED, SAT 2:00 PM - 4:00 PM FRI 4:30 PM - 6:30 PM ', 'clinic_name': 'Saifee Hospital'}, '0': {'city': 'Mumbai', 'locality': 'Wadala', 'clinic_geo_coordinates': {'latitude': 19.002311, 'longitude': 72.85398}, 'clinic_address': '#10-11, RazaTower,Sewree,Wadala,  Landmark: R.A. Kidwai Road, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/cosmo-vision-eye-and-aesthatuc-centre-wadala', 'clinic_timings': ' MON - SAT 10:00 AM - 12:00 PM4:00 PM - 7:00 PM ', 'clinic_name': 'Cosmo Vision Eye And Aesthatic Centre'}, '2': {'city': 'Mumbai', 'locality': 'Byculla', 'clinic_geo_coordinates': {'latitude': 18.9748, 'longitude': 72.8357}, 'clinic_address': 'Sant Savta Mali Marg, Byculla (East), Landmark : Near Byculla Railway Station & Near Gloria Church, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/masina-hospital-byculla-1', 'clinic_timings': ' SAT 9:00 AM - 10:00 AM ', 'clinic_name': 'Masina Hospital '}}"
200,Dr. Kanchan Kanase,"MBBS M.S OPHTHALMOLOGY, FCPS- Ophthalmology, Post Graduate Diploma in Ophthalmology","Ophthalmologist/ Eye Surgeon, 21 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Kanchan Kanase is an Ophthalmologist/ Eye Surgeon in Bhayandar East, Mumbai and has an experience of 21 years in this field. Dr. Kanchan Kanase practices at Managalmurti Hospital And PolyClinic in Bhayandar East, Mumbai and Mangalmurti Hospital in Bhayandar East, Mumbai. She completed MBBS M.S OPHTHALMOLOGY from G.S.Medical College,Mumbai in 1996, FCPS- Ophthalmology from Lokmanya Tilak Municipal Medical College in 1995 and Post Graduate Diploma in Ophthalmology from Bombay-C.P.S in 1995.<br/><br/> She is a member of Indian Medical Association (IMA).<br/><br/> You can get the phone number of Dr. Kanchan Kanase on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Bhayandar East', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': 'Bhayandar East, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/mangalmurti-hospital-1-bhayander-east', 'clinic_timings': ' MON - SAT 12:00 PM - 1:30 PM ', 'clinic_name': 'Mangalmurti Hospital'}, '0': {'city': 'Mumbai', 'locality': 'Bhayandar East', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': 'Prathvi Sadan, First Floor, BP Road ,Bhayander East, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/managalmurti-hospital-and-polyclinic-bhayandar-east', 'clinic_timings': ' MON - SAT 12:00 PM - 1:00 PM ', 'clinic_name': 'Managalmurti Hospital And PolyClinic'}}"
